,index,year,وجه نقد,حساب دریافتنی,سرمایه گذاری کوتاه مدت,موجودی کالا,دارایی جاری,سرمایه گذاری بلند مدت,دارایی ثابت,دارایی نامشهود,دارایی,حساب پرداختنی,بدهی جاری,بدهی,سرمایه,سود انباشته,حقوق صاحبان سهام,season,stock,target
0,1,1387.0,,,,,,,,,,,,,,,,3,واميد,52232388263291380
1,2,1388.0,18838.0,2123873.0,468563.0,0.0,2830466.0,5962266.0,47428.0,154.0,8852040.0,42396.0,789666.0,789797.0,4000000.0,2376276.0,8062243.0,3,واميد,52232388263291380
2,3,1389.0,47670.0,4077251.0,513096.0,0.0,5234205.0,5804341.0,123166.0,143.0,11350501.0,0.0,1701122.0,1701405.0,5000000.0,3690367.0,9649096.0,3,واميد,52232388263291380
3,4,1390.0,326501.0,1496681.0,600182.0,0.0,3526208.0,9814800.0,106147.0,148.0,13498327.0,0.0,3020138.0,3020464.0,10000000.0,4223760.0,10477863.0,3,واميد,52232388263291380
4,5,1391.0,187259.0,4343648.0,4257086.0,0.0,11457881.0,13142625.0,194662.0,148.0,26033342.0,869770.0,11693259.0,12819032.0,10000000.0,1371318.0,13214310.0,3,واميد,52232388263291380
5,6,1392.0,347204.0,6085113.0,5097342.0,0.0,15955653.0,16667824.0,193635.0,152.0,34118131.0,759858.0,11004172.0,12116318.0,20000000.0,9911938.0,22001813.0,3,واميد,52232388263291380
6,7,1393.0,1214380.0,10728687.0,3664230.0,0.0,19086325.0,28254337.0,27213.0,152.0,49381834.0,230901.0,8186605.0,9275639.0,30000000.0,17441637.0,40106195.0,3,واميد,52232388263291380
7,8,1394.0,714320.0,15270309.0,2447634.0,0.0,22682934.0,39522868.0,26707.0,150.0,65073207.0,0.0,8905017.0,9994296.0,30000000.0,21442824.0,55078911.0,3,واميد,52232388263291380
8,9,1395.0,101338.0,18217288.0,721075.0,0.0,22195844.0,47283617.0,26461.0,152.0,74900479.0,0.0,23218871.0,23221077.0,30000000.0,17310885.0,51679402.0,3,واميد,52232388263291380
9,10,1396.0,133642.0,0.0,721075.0,0.0,18003507.0,56346826.0,594251.0,129.0,79990770.0,0.0,35063041.0,35068639.0,30000000.0,8886065.0,44922131.0,3,واميد,52232388263291380
10,1,1387.0,,,,,,,,,,,,,,,,6,واميد,52232388263291380
11,2,1388.0,44606.0,3842301.0,451613.0,0.0,4629859.0,5834659.0,46722.0,189.0,10522594.0,26449.0,1698348.0,1698592.0,5000000.0,3044751.0,8824002.0,6,واميد,52232388263291380
12,3,1389.0,429084.0,2968243.0,561198.0,0.0,4531794.0,7649008.0,44448.0,141.0,12430534.0,45312.0,3204161.0,3204450.0,5000000.0,3056521.0,9226084.0,6,واميد,52232388263291380
13,4,1390.0,5676015.0,4415460.0,635025.0,0.0,11180513.0,11227563.0,133727.0,151.0,22631485.0,765626.0,6030434.0,6031167.0,10000000.0,5081518.0,16600318.0,6,واميد,52232388263291380
14,5,1391.0,117433.0,7743034.0,2862694.0,0.0,14827438.0,14541586.0,193158.0,148.0,30724844.0,800136.0,11616114.0,12744331.0,10000000.0,5937611.0,17980513.0,6,واميد,52232388263291380
15,6,1392.0,265482.0,10043791.0,6066235.0,0.0,20621083.0,20521697.0,328651.0,49962.0,42879354.0,816259.0,18323583.0,19412993.0,20000000.0,11302155.0,23466361.0,6,واميد,52232388263291380
16,7,1393.0,544725.0,16066273.0,3289855.0,0.0,25032257.0,32324903.0,27260.0,152.0,59490383.0,644262.0,20982286.0,22070451.0,30000000.0,14161343.0,37419932.0,6,واميد,52232388263291380
17,8,1394.0,799028.0,21866091.0,2543815.0,0.0,29674066.0,40090662.0,25944.0,150.0,73000342.0,0.0,24552448.0,25641727.0,30000000.0,13280341.0,47358615.0,6,واميد,52232388263291380
18,9,1395.0,184945.0,0.0,721075.0,0.0,22702803.0,51422919.0,600027.0,152.0,79007458.0,0.0,38770746.0,38772952.0,30000000.0,5403938.0,40234506.0,6,واميد,52232388263291380
19,10,1396.0,117768.0,0.0,588244.0,0.0,22733927.0,56927878.0,591951.0,545.0,86392487.0,0.0,43233434.0,43240627.0,30000000.0,6331888.0,43151860.0,6,واميد,52232388263291380
20,1,1387.0,,,,,,,,,,,,,,,,9,واميد,52232388263291380
21,2,1388.0,15962.0,3621545.0,463211.0,0.0,4393047.0,6019550.0,47115.0,189.0,10460327.0,0.0,1592024.0,1592167.0,5000000.0,3036952.0,8868160.0,9,واميد,52232388263291380
22,3,1389.0,535698.0,2336290.0,588575.0,0.0,4040726.0,7884588.0,44590.0,149.0,12175196.0,0.0,2938021.0,2938310.0,5000000.0,3064042.0,9236886.0,9,واميد,52232388263291380
23,4,1390.0,5872913.0,3528509.0,1635025.0,0.0,11551622.0,11237107.0,132752.0,151.0,23011163.0,765626.0,6251895.0,6252629.0,10000000.0,5021834.0,16758534.0,9,واميد,52232388263291380
24,5,1391.0,201072.0,7074780.0,2862694.0,0.0,14244283.0,15109142.0,192646.0,148.0,30708733.0,800136.0,11476687.0,12604579.0,10000000.0,6007299.0,18104154.0,9,واميد,52232388263291380
25,6,1392.0,481893.0,8573971.0,3666903.0,0.0,16879729.0,24435365.0,389990.0,148.0,43153825.0,513718.0,17999829.0,19126820.0,20000000.0,11505034.0,24027005.0,9,واميد,52232388263291380
26,7,1393.0,737648.0,14523597.0,3298792.0,0.0,23968322.0,33308909.0,27442.0,150.0,59450491.0,3516.0,20276622.0,21364787.0,30000000.0,14793935.0,38085704.0,9,واميد,52232388263291380
27,8,1394.0,75101.0,18494613.0,2586875.0,0.0,25647533.0,42852763.0,25852.0,150.0,71851902.0,0.0,24349640.0,24351919.0,30000000.0,13413810.0,47499983.0,9,واميد,52232388263291380
28,9,1395.0,108965.0,0.0,721076.0,0.0,19684151.0,54093211.0,604199.0,156.0,78664075.0,0.0,38327328.0,38329534.0,30000000.0,5453948.0,40334541.0,9,واميد,52232388263291380
29,10,1396.0,287902.0,0.0,588244.0,0.0,20353312.0,59108773.0,592325.0,545.0,86199689.0,0.0,42941143.0,42948336.0,30000000.0,6426407.0,43251353.0,9,واميد,52232388263291380
30,1,1386.0,,,,,,,,,,,,,,,,12,واميد,52232388263291380
31,2,1387.0,41065.0,2315183.0,468564.0,0.0,3054429.0,5818013.0,48157.0,154.0,8932478.0,0.0,881052.0,881226.0,4000000.0,2370521.0,8051252.0,12,واميد,52232388263291380
32,3,1388.0,51139.0,4077251.0,490453.0,0.0,5118973.0,5781327.0,46001.0,143.0,11135090.0,0.0,1524787.0,1525070.0,5000000.0,3672701.0,9610020.0,12,واميد,52232388263291380
33,4,1389.0,221534.0,2250178.0,542844.0,0.0,4117917.0,8983761.0,106090.0,148.0,13260033.0,0.0,2931881.0,2932305.0,5000000.0,4220018.0,10327728.0,12,واميد,52232388263291380
34,5,1390.0,257389.0,4299145.0,4469552.0,0.0,11696594.0,13027133.0,194635.0,148.0,26033442.0,844197.0,6071129.0,7198839.0,10000000.0,6991611.0,18834603.0,12,واميد,52232388263291380
35,6,1391.0,232086.0,8717453.0,4410703.0,0.0,17648960.0,15821257.0,193592.0,148.0,34934451.0,759859.0,12100610.0,13212756.0,10000000.0,9678719.0,21721695.0,12,واميد,52232388263291380
36,7,1392.0,1919109.0,11615797.0,2776024.0,0.0,19990575.0,27547307.0,26784.0,152.0,49550708.0,938516.0,8923082.0,10012116.0,20000000.0,16874034.0,39538592.0,12,واميد,52232388263291380
37,8,1393.0,1420725.0,15803292.0,2297634.0,0.0,23696251.0,39081152.0,26707.0,150.0,65537820.0,6052.0,9766491.0,10856089.0,30000000.0,21066009.0,54681731.0,12,واميد,52232388263291380
38,9,1394.0,210569.0,0.0,1071075.0,0.0,25140188.0,45595856.0,26410.0,152.0,75640201.0,0.0,24249163.0,24251369.0,30000000.0,17108217.0,51388832.0,12,واميد,52232388263291380
39,10,1395.0,101799.0,0.0,721075.0,0.0,18819238.0,56019874.0,593848.0,156.0,80479000.0,0.0,35630889.0,35636500.0,30000000.0,8864865.0,44842500.0,12,واميد,52232388263291380
40,1,1387.0,,,,,,,,,,,,,,,,3,حتوكا,22260326095996531
41,2,1388.0,5941.0,42617.0,4700.0,12401.0,123905.0,123358.0,76318.0,0.0,324707.0,12440.0,145696.0,227917.0,51537.0,40100.0,96790.0,3,حتوكا,22260326095996531
42,3,1389.0,4451.0,56782.0,0.0,13181.0,132072.0,127450.0,74648.0,207.0,335229.0,16782.0,180212.0,244679.0,51537.0,33860.0,90550.0,3,حتوكا,22260326095996531
43,4,1390.0,2574.0,53326.0,2000.0,4840.0,158909.0,94123.0,69503.0,211.0,323506.0,25822.0,190605.0,225800.0,51537.0,41015.0,97706.0,3,حتوكا,22260326095996531
44,7,1393.0,,,,,,,,,,,,,,,,9,ونوين,47302318535715632
45,5,1391.0,10751.0,15794.0,2000.0,4879.0,111526.0,75905.0,71352.0,213.0,259790.0,20452.0,116261.0,127570.0,51537.0,75529.0,132220.0,3,حتوكا,22260326095996531
46,6,1392.0,13421.0,94320.0,2500.0,8706.0,239569.0,49779.0,135083.0,211.0,426062.0,36456.0,225940.0,238906.0,51537.0,130465.0,187156.0,3,حتوكا,22260326095996531
47,7,1393.0,66397.0,107236.0,2500.0,14359.0,349161.0,47283.0,147534.0,207.0,546668.0,54272.0,278380.0,296243.0,206148.0,140337.0,250425.0,3,حتوكا,22260326095996531
48,8,1394.0,5431.0,165380.0,6700.0,14329.0,363945.0,307423.0,232980.0,195.0,906490.0,73467.0,540406.0,576632.0,206148.0,113875.0,329858.0,3,حتوكا,22260326095996531
49,9,1395.0,21037.0,0.0,0.0,11925.0,462347.0,146226.0,196956.0,195.0,806074.0,0.0,484012.0,530444.0,330000.0,56537.0,275630.0,3,حتوكا,22260326095996531
50,10,1396.0,31437.0,0.0,0.0,21664.0,452524.0,127177.0,236413.0,348.0,816582.0,0.0,380172.0,413008.0,330000.0,56914.0,403574.0,3,حتوكا,22260326095996531
51,1,1387.0,,,,,,,,,,,,,,,,6,حتوكا,22260326095996531
52,2,1388.0,9101.0,51893.0,4700.0,11457.0,144878.0,123370.0,74703.0,355.0,344119.0,15364.0,175542.0,254581.0,51537.0,32847.0,89538.0,6,حتوكا,22260326095996531
53,3,1389.0,10143.0,42058.0,2000.0,12175.0,133935.0,94796.0,72884.0,211.0,302661.0,19664.0,159330.0,211738.0,51537.0,34232.0,90923.0,6,حتوكا,22260326095996531
54,4,1390.0,10268.0,55366.0,2000.0,6036.0,144089.0,94123.0,71786.0,211.0,310925.0,28970.0,183787.0,211987.0,51537.0,42247.0,98938.0,6,حتوكا,22260326095996531
55,5,1391.0,8618.0,56809.0,0.0,5002.0,172461.0,75905.0,72918.0,213.0,322741.0,27970.0,177677.0,191198.0,51537.0,74852.0,131543.0,6,حتوكا,22260326095996531
56,6,1392.0,18316.0,179220.0,2500.0,9496.0,346579.0,49779.0,131682.0,207.0,529578.0,119455.0,365334.0,381387.0,206148.0,91500.0,148191.0,6,حتوكا,22260326095996531
57,7,1393.0,42383.0,156369.0,2500.0,14404.0,395054.0,47283.0,172865.0,207.0,617590.0,101116.0,292567.0,324023.0,206148.0,79716.0,293567.0,6,حتوكا,22260326095996531
58,8,1394.0,30266.0,212552.0,6700.0,16373.0,477534.0,316926.0,219620.0,195.0,1015623.0,126957.0,670958.0,705047.0,206148.0,92393.0,310576.0,6,حتوكا,22260326095996531
59,9,1395.0,42306.0,0.0,0.0,13558.0,474027.0,123753.0,210338.0,195.0,808656.0,0.0,447611.0,509947.0,330000.0,76946.0,298709.0,6,حتوكا,22260326095996531
60,10,1396.0,28879.0,0.0,0.0,23334.0,470354.0,128733.0,213310.0,603.0,813000.0,0.0,399762.0,432822.0,330000.0,34705.0,380178.0,6,حتوكا,22260326095996531
61,1,1387.0,,,,,,,,,,,,,,,,9,حتوكا,22260326095996531
62,2,1388.0,8512.0,56297.0,4700.0,12249.0,142264.0,123370.0,73337.0,205.0,339983.0,12221.0,173724.0,248439.0,51537.0,34853.0,91544.0,9,حتوكا,22260326095996531
63,3,1389.0,4088.0,44227.0,2000.0,15993.0,134099.0,98896.0,71222.0,1014.0,305231.0,19886.0,167403.0,213892.0,51537.0,34648.0,91339.0,9,حتوكا,22260326095996531
64,4,1390.0,27740.0,41053.0,2000.0,5306.0,149207.0,94123.0,69855.0,214.0,314159.0,32123.0,190222.0,213379.0,51537.0,44089.0,100780.0,9,حتوكا,22260326095996531
65,5,1391.0,15502.0,57451.0,0.0,8437.0,189747.0,49779.0,72041.0,213.0,313005.0,16040.0,117047.0,130559.0,51537.0,125755.0,182446.0,9,حتوكا,22260326095996531
66,6,1392.0,14442.0,129431.0,2500.0,10948.0,322443.0,49779.0,125254.0,207.0,498670.0,101479.0,328637.0,346496.0,206148.0,95483.0,152174.0,9,حتوكا,22260326095996531
67,7,1393.0,13257.0,164488.0,2500.0,15161.0,423629.0,47223.0,194617.0,200.0,667908.0,113794.0,320924.0,352365.0,206148.0,100794.0,315543.0,9,حتوكا,22260326095996531
68,8,1394.0,17979.0,151450.0,6700.0,14541.0,385199.0,322141.0,204807.0,195.0,914440.0,61402.0,574969.0,605352.0,206148.0,90979.0,309088.0,9,حتوكا,22260326095996531
69,9,1395.0,22793.0,0.0,0.0,13194.0,465823.0,121664.0,224885.0,195.0,812687.0,0.0,431021.0,492128.0,330000.0,86687.0,320559.0,9,حتوكا,22260326095996531
70,10,1396.0,,,,,,,,,,,,,,,,9,حتوكا,22260326095996531
71,1,1386.0,,,,,,,,,,,,,,,,12,حتوكا,22260326095996531
72,2,1387.0,3079.0,43273.0,4200.0,12949.0,116981.0,123358.0,77921.0,356.0,319492.0,12807.0,144835.0,231558.0,51537.0,31243.0,87934.0,12,حتوكا,22260326095996531
73,3,1388.0,4347.0,52956.0,0.0,13496.0,125565.0,127447.0,74996.0,207.0,329116.0,22368.0,180394.0,242695.0,51537.0,29730.0,86421.0,12,حتوكا,22260326095996531
74,4,1389.0,3996.0,46931.0,2000.0,4413.0,124544.0,93557.0,70838.0,211.0,289993.0,24408.0,154706.0,195337.0,51537.0,37965.0,94656.0,12,حتوكا,22260326095996531
75,5,1390.0,16029.0,22296.0,2000.0,5493.0,133814.0,94247.0,73277.0,213.0,302318.0,21962.0,186432.0,203562.0,51537.0,42065.0,98756.0,12,حتوكا,22260326095996531
76,6,1391.0,17363.0,98495.0,0.0,8392.0,245472.0,49779.0,70083.0,211.0,366894.0,37465.0,179257.0,191526.0,51537.0,118677.0,175368.0,12,حتوكا,22260326095996531
77,7,1392.0,29985.0,88585.0,2500.0,11868.0,271354.0,47283.0,124535.0,207.0,445510.0,56331.0,267152.0,283588.0,206148.0,96010.0,161922.0,12,حتوكا,22260326095996531
78,8,1393.0,7683.0,0.0,2500.0,16148.0,362629.0,132503.0,245095.0,195.0,742353.0,0.0,387639.0,425485.0,206148.0,101481.0,316868.0,12,حتوكا,22260326095996531
79,9,1394.0,26160.0,0.0,2500.0,13757.0,417954.0,137621.0,190623.0,195.0,746743.0,0.0,387837.0,431013.0,206148.0,96637.0,315730.0,12,حتوكا,22260326095996531
80,10,1395.0,56489.0,0.0,0.0,21257.0,453810.0,123629.0,227278.0,345.0,805182.0,0.0,360470.0,395495.0,330000.0,64371.0,409687.0,12,حتوكا,22260326095996531
81,1,1387.0,,,,,,,,,,,,,,,,3,وگستر,43951910415124966
82,2,1388.0,,,,,,,,,,,,,,,,3,وگستر,43951910415124966
83,3,1389.0,,,,,,,,,,,,,,,,3,وگستر,43951910415124966
84,4,1390.0,25923.0,505288.0,606101.0,0.0,1218842.0,72514.0,44051.0,0.0,1335690.0,52626.0,882084.0,882520.0,400000.0,13170.0,453170.0,3,وگستر,43951910415124966
85,5,1391.0,40652.0,706621.0,388194.0,0.0,1181389.0,128399.0,52278.0,0.0,1473777.0,115897.0,918028.0,918650.0,400000.0,115127.0,555127.0,3,وگستر,43951910415124966
86,6,1392.0,3175.0,139630.0,120529.0,0.0,498867.0,488294.0,51564.0,0.0,1055067.0,1212.0,585458.0,586286.0,400000.0,28781.0,468781.0,3,وگستر,43951910415124966
87,7,1393.0,8049.0,180509.0,297062.0,21028.0,531149.0,486295.0,2015.0,0.0,1025420.0,0.0,560939.0,563480.0,400000.0,21940.0,461940.0,3,وگستر,43951910415124966
88,8,1394.0,964.0,122093.0,206212.0,21028.0,479090.0,335238.0,1342.0,0.0,819700.0,0.0,267437.0,483048.0,400000.0,-103348.0,336652.0,3,وگستر,43951910415124966
89,9,1395.0,5165.0,0.0,192724.0,0.0,418986.0,269245.0,1088.0,0.0,691966.0,0.0,303571.0,430053.0,400000.0,-178087.0,261913.0,3,وگستر,43951910415124966
90,4,1390.0,,,,,,,,,,,,,,,,6,پترول,69143674941561637
91,10,1396.0,2650.0,0.0,111371.0,0.0,172455.0,192580.0,728.0,17.0,401289.0,0.0,144899.0,150200.0,400000.0,-188911.0,251089.0,3,وگستر,43951910415124966
92,1,1387.0,,,,,,,,,,,,,,,,6,وگستر,43951910415124966
93,2,1388.0,,,,,,,,,,,,,,,,6,وگستر,43951910415124966
94,3,1389.0,,,,,,,,,,,,,,,,6,وگستر,43951910415124966
95,4,1390.0,32073.0,437463.0,403261.0,48000.0,1163912.0,72514.0,53576.0,0.0,1290149.0,49431.0,828464.0,828932.0,400000.0,21217.0,461217.0,6,وگستر,43951910415124966
96,5,1391.0,9609.0,683250.0,87308.0,0.0,825422.0,421883.0,51801.0,0.0,1299326.0,2793.0,1021867.0,1022585.0,400000.0,-163259.0,276741.0,6,وگستر,43951910415124966
97,6,1392.0,8497.0,189585.0,300290.0,0.0,524774.0,488294.0,49741.0,0.0,1067089.0,0.0,659662.0,660539.0,400000.0,-33450.0,406550.0,6,وگستر,43951910415124966
98,7,1393.0,10651.0,149542.0,229754.0,21028.0,447704.0,485035.0,1826.0,0.0,940682.0,0.0,538853.0,539750.0,400000.0,-39068.0,400932.0,6,وگستر,43951910415124966
99,8,1394.0,835.0,271194.0,186031.0,21028.0,487721.0,333286.0,1209.0,0.0,826467.0,0.0,361053.0,531196.0,400000.0,-144729.0,295271.0,6,وگستر,43951910415124966
100,9,1395.0,9861.0,0.0,19545.0,0.0,81931.0,201634.0,676.0,24.0,285774.0,0.0,62520.0,63330.0,400000.0,-217556.0,222444.0,6,وگستر,43951910415124966
101,10,1396.0,7161.0,0.0,135145.0,0.0,191769.0,192580.0,360.0,8.0,415676.0,0.0,153694.0,155395.0,400000.0,-179719.0,260281.0,6,وگستر,43951910415124966
102,1,1387.0,,,,,,,,,,,,,,,,9,وگستر,43951910415124966
103,2,1388.0,,,,,,,,,,,,,,,,9,وگستر,43951910415124966
104,3,1389.0,,,,,,,,,,,,,,,,9,وگستر,43951910415124966
105,4,1390.0,1646.0,436928.0,362575.0,0.0,1047292.0,72515.0,52774.0,0.0,1172981.0,45717.0,723284.0,723985.0,400000.0,8996.0,448996.0,9,وگستر,43951910415124966
106,5,1391.0,13490.0,733221.0,58359.0,0.0,852977.0,421883.0,51031.0,0.0,1326111.0,7685.0,1007623.0,1008334.0,400000.0,-122223.0,317777.0,9,وگستر,43951910415124966
107,6,1392.0,14448.0,62782.0,309664.0,0.0,564231.0,488295.0,3505.0,0.0,1060178.0,0.0,606421.0,607270.0,400000.0,12908.0,452908.0,9,وگستر,43951910415124966
108,7,1393.0,1323.0,149674.0,227142.0,21028.0,434532.0,485035.0,1739.0,0.0,931395.0,0.0,550291.0,551914.0,400000.0,-60519.0,379481.0,9,وگستر,43951910415124966
109,8,1394.0,1059.0,140059.0,184870.0,21028.0,445364.0,309556.0,1209.0,0.0,760759.0,0.0,284981.0,490848.0,400000.0,-170089.0,269911.0,9,وگستر,43951910415124966
110,9,1395.0,972.0,0.0,24822.0,0.0,59013.0,203690.0,691.0,0.0,264148.0,0.0,39615.0,40425.0,400000.0,-216277.0,223723.0,9,وگستر,43951910415124966
111,10,1396.0,,,,,,,,,,,,,,,,9,وگستر,43951910415124966
112,1,1386.0,,,,,,,,,,,,,,,,12,وگستر,43951910415124966
113,2,1387.0,,,,,,,,,,,,,,,,12,وگستر,43951910415124966
114,3,1388.0,6764.0,379224.0,632855.0,0.0,1047682.0,111594.0,32868.0,0.0,1192583.0,3031.0,636519.0,719966.0,400000.0,39339.0,472617.0,12,وگستر,43951910415124966
115,4,1389.0,5368.0,405770.0,482521.0,264351.0,1276098.0,72515.0,44607.0,0.0,1393371.0,118770.0,618127.0,618618.0,400000.0,334753.0,774753.0,12,وگستر,43951910415124966
116,5,1390.0,1660.0,763569.0,81007.0,0.0,883758.0,421883.0,52660.0,0.0,1470021.0,41341.0,971475.0,971972.0,400000.0,58049.0,498049.0,12,وگستر,43951910415124966
117,6,1391.0,11224.0,171458.0,102304.0,0.0,502520.0,488294.0,50935.0,0.0,1058091.0,2145.0,564805.0,565577.0,400000.0,52514.0,492514.0,12,وگستر,43951910415124966
118,7,1392.0,3584.0,186774.0,289037.0,21028.0,528876.0,485035.0,2015.0,0.0,1022725.0,0.0,580455.0,581383.0,400000.0,1342.0,441342.0,12,وگستر,43951910415124966
119,8,1393.0,4232.0,0.0,329149.0,0.0,334699.0,333287.0,1335.0,0.0,674485.0,0.0,118321.0,333931.0,400000.0,-80335.0,359665.0,12,وگستر,43951910415124966
120,9,1394.0,1664.0,0.0,198110.0,0.0,542029.0,269245.0,1089.0,35.0,815010.0,0.0,382455.0,508937.0,400000.0,-133927.0,306073.0,12,وگستر,43951910415124966
121,10,1395.0,6398.0,0.0,83873.0,0.0,149216.0,201702.0,363.0,17.0,386807.0,0.0,126568.0,128466.0,400000.0,-181659.0,258341.0,12,وگستر,43951910415124966
122,1,1387.0,,,,,,,,,,,,,,,,3,تپولا,22308305646551497
123,2,1388.0,,,,,,,,,,,,,,,,3,تپولا,22308305646551497
124,3,1389.0,,,,,,,,,,,,,,,,3,تپولا,22308305646551497
125,4,1390.0,,,,,,,,,,,,,,,,3,تپولا,22308305646551497
126,5,1391.0,,,,,,,,,,,,,,,,3,تپولا,22308305646551497
127,6,1392.0,,,,,,,,,,,,,,,,3,تپولا,22308305646551497
128,7,1393.0,,,,,,,,,,,,,,,,3,تپولا,22308305646551497
129,8,1394.0,10850.0,199569.0,15386.0,155578.0,644984.0,585.0,27815.0,1216.0,674990.0,194364.0,507258.0,511433.0,125970.0,28744.0,163557.0,3,تپولا,22308305646551497
130,9,1395.0,11968.0,0.0,0.0,174604.0,651407.0,586.0,26417.0,2470.0,695980.0,0.0,533804.0,542057.0,125970.0,18847.0,153923.0,3,تپولا,22308305646551497
131,10,1396.0,465.0,0.0,0.0,29234.0,339394.0,595.0,22650.0,2474.0,497099.0,0.0,364228.0,366879.0,125970.0,-4943.0,130220.0,3,تپولا,22308305646551497
132,1,1387.0,,,,,,,,,,,,,,,,6,تپولا,22308305646551497
133,2,1388.0,,,,,,,,,,,,,,,,6,تپولا,22308305646551497
134,3,1389.0,,,,,,,,,,,,,,,,6,تپولا,22308305646551497
135,4,1390.0,,,,,,,,,,,,,,,,6,تپولا,22308305646551497
136,5,1391.0,,,,,,,,,,,,,,,,6,تپولا,22308305646551497
137,6,1392.0,,,,,,,,,,,,,,,,6,تپولا,22308305646551497
138,7,1393.0,13109.0,242729.0,14210.0,143652.0,637215.0,585.0,25341.0,1256.0,664787.0,256151.0,566458.0,568834.0,125970.0,14123.0,95953.0,6,تپولا,22308305646551497
139,8,1394.0,14349.0,412052.0,0.0,144394.0,689127.0,585.0,27848.0,1216.0,743046.0,396052.0,593843.0,599551.0,125970.0,8682.0,143495.0,6,تپولا,22308305646551497
140,9,1395.0,21490.0,0.0,0.0,149575.0,555527.0,586.0,26065.0,2471.0,602060.0,0.0,457218.0,465528.0,125970.0,1444.0,136532.0,6,تپولا,22308305646551497
141,10,1396.0,,,,,,,,,,,,,,,,6,تپولا,22308305646551497
142,1,1387.0,,,,,,,,,,,,,,,,9,تپولا,22308305646551497
143,2,1388.0,,,,,,,,,,,,,,,,9,تپولا,22308305646551497
144,3,1389.0,,,,,,,,,,,,,,,,9,تپولا,22308305646551497
145,4,1390.0,,,,,,,,,,,,,,,,9,تپولا,22308305646551497
146,5,1391.0,,,,,,,,,,,,,,,,9,تپولا,22308305646551497
147,6,1392.0,,,,,,,,,,,,,,,,9,تپولا,22308305646551497
148,7,1393.0,,,,,,,,,,,,,,,,9,تپولا,22308305646551497
149,3,1389.0,,,,,,,,,,,,,,,,3,افرا,52792903131341205
150,8,1394.0,7468.0,460530.0,0.0,140184.0,735126.0,586.0,27418.0,1216.0,773419.0,411777.0,626060.0,632649.0,125970.0,5957.0,140770.0,9,تپولا,22308305646551497
151,9,1395.0,4983.0,0.0,0.0,175414.0,601222.0,595.0,26012.0,2471.0,647131.0,0.0,499393.0,509005.0,125970.0,2959.0,138126.0,9,تپولا,22308305646551497
152,10,1396.0,,,,,,,,,,,,,,,,9,تپولا,22308305646551497
153,1,1386.0,,,,,,,,,,,,,,,,12,تپولا,22308305646551497
154,2,1387.0,,,,,,,,,,,,,,,,12,تپولا,22308305646551497
155,3,1388.0,,,,,,,,,,,,,,,,12,تپولا,22308305646551497
156,4,1389.0,,,,,,,,,,,,,,,,12,تپولا,22308305646551497
157,5,1390.0,6577.0,113596.0,7352.0,64821.0,354123.0,386.0,22294.0,1339.0,378317.0,117643.0,278895.0,285632.0,74100.0,11990.0,92685.0,12,تپولا,22308305646551497
158,6,1391.0,10076.0,168017.0,7275.0,84861.0,532953.0,584.0,20973.0,1295.0,556085.0,259943.0,445987.0,457660.0,74100.0,16883.0,98425.0,12,تپولا,22308305646551497
159,7,1392.0,14882.0,172318.0,9865.0,151358.0,530209.0,584.0,20114.0,1256.0,552553.0,223136.0,454202.0,455327.0,74100.0,15396.0,97226.0,12,تپولا,22308305646551497
160,8,1393.0,11903.0,0.0,0.0,161603.0,623795.0,585.0,27772.0,1216.0,687516.0,0.0,524431.0,528376.0,125970.0,24327.0,159140.0,12,تپولا,22308305646551497
161,9,1394.0,33818.0,0.0,0.0,159892.0,621451.0,586.0,26892.0,2472.0,667590.0,0.0,521236.0,528355.0,125970.0,4201.0,139235.0,12,تپولا,22308305646551497
162,10,1395.0,5986.0,0.0,0.0,27959.0,372857.0,595.0,22864.0,2474.0,536478.0,0.0,396640.0,398948.0,125970.0,2367.0,137530.0,12,تپولا,22308305646551497
163,1,1387.0,,,,,,,,,,,,,,,,3,شنفت,14073782708315535
164,2,1388.0,,,,,,,,,,,,,,,,3,شنفت,14073782708315535
165,3,1389.0,185399.0,400097.0,0.0,377813.0,1086319.0,21883.0,1233725.0,2670.0,2382438.0,580653.0,1893947.0,2015787.0,250000.0,82741.0,366651.0,3,شنفت,14073782708315535
166,4,1390.0,192878.0,380458.0,0.0,472525.0,1347891.0,13838.0,1172698.0,2637.0,2584167.0,226202.0,2025618.0,2172976.0,250000.0,127281.0,411191.0,3,شنفت,14073782708315535
167,5,1391.0,60888.0,487187.0,0.0,582121.0,1472927.0,23866.0,1128541.0,2714.0,2635694.0,142543.0,1979809.0,2101282.0,250000.0,250502.0,534412.0,3,شنفت,14073782708315535
168,6,1392.0,542236.0,793801.0,392213.0,1183981.0,3916944.0,23866.0,1080014.0,2635.0,5031315.0,571966.0,3080652.0,4284428.0,250000.0,462977.0,746887.0,3,شنفت,14073782708315535
169,7,1393.0,789110.0,1149099.0,250184.0,1002144.0,4035556.0,113865.0,1054913.0,2729.0,5314103.0,22626.0,3220361.0,4417662.0,750000.0,612531.0,896441.0,3,شنفت,14073782708315535
170,8,1394.0,299906.0,2199024.0,7513.0,1155893.0,4295328.0,103665.0,984951.0,2729.0,5493713.0,112076.0,1956005.0,3170255.0,1000000.0,1539548.0,2323458.0,3,شنفت,14073782708315535
